,Time_of_Incident,Time_of_report,Incident,Location,month_year
1404,2021-12-10 20:41:00+00:00,2022-03-15,Vandalism,Ellicott Hall,2021-12
1405,2021-12-05 00:07:00+00:00,2022-03-15,Vandalism,South Campus Commons,2021-12
1406,2021-12-02 00:50:00+00:00,2022-06-13,Noise Violation,Centreville Hall,2021-12
1407,2022-01-30 20:00:00+00:00,2022-02-15,Vandalism,Denton Hall,2022-01
1408,2022-01-29 00:15:00+00:00,2022-02-15,Vandalism,Elkton Hall,2022-01
1409,2022-01-28 01:40:00+00:00,2022-02-15,Noise Violation,Ellicott Hall,2022-01
1410,2022-01-29 11:30:00+00:00,2022-02-15,Vandalism,Hagerstown Hall,2022-01
1411,2022-01-27 23:30:00+00:00,2022-02-15,Noise Violation,Prince Frederick Hall,2022-01
1412,2022-01-21 17:00:00+00:00,2022-02-15,Suspicious Activity,South Campus Commons,2022-01
1413,2022-01-30 02:00:00+00:00,2022-03-15,Trespassing,7400 Princeton Avenue,2022-01
1414,2022-01-29 22:15:00+00:00,2022-03-15,Noise Violation,South Campus Commons,2022-01
1415,2022-01-29 22:05:00+00:00,2022-05-12,Alcohol Violation,Oakland Hall,2022-01
1416,2022-01-28 23:10:00+00:00,2022-09-06,Rape,South Campus Commons,2022-01
1417,2022-01-05 19:31:00+00:00,2023-03-07,Other Theft,8100 Baltimore Avenue,2022-01
1418,2022-01-21 10:35:00+00:00,2023-03-07,Other Theft,7700 Baltimore Avenue,2022-01
1419,2022-01-06 18:00:00+00:00,2023-03-07,Theft From Auto,8200 Baltimore Avenue,2022-01
1420,2022-01-13 02:43:00+00:00,2023-03-07,Theft From Auto,5100 Berwyn Road,2022-01
1421,2022-01-06 21:30:00+00:00,2022-03-07,Motor Vehicle Theft,8200 Baltimore Avenue,2022-01
1422,2022-01-21 06:00:00+00:00,2023-03-07,Motor Vehicle Theft,7700 Baltimore Avenue,2022-01
1423,2022-02-20 15:29:00+00:00,2022-03-15,Harassment,Calvert Hall,2022-02
1424,2022-02-11 22:40:00+00:00,2022-03-15,Alcohol Violation,Cumberland Hall,2022-02
1425,2022-02-12 02:48:00+00:00,2022-03-15,Noise Violation,Cumberland Hall,2022-02
1426,2022-02-01 11:45:00+00:00,2022-03-15,Noise Violation,Denton Hall,2022-02
1427,2022-02-25 01:30:00+00:00,2022-03-15,Noise Violation,Denton Hall,2022-02
1428,2022-02-11 02:00:00+00:00,2022-03-15,Suspicious Activity,Easton Hall,2022-02
1429,2022-02-05 07:30:00+00:00,2022-03-15,Vandalism,Hagerstown Hall,2022-02
1430,2022-02-17 22:00:00+00:00,2022-03-15,Vandalism,Hagerstown Hall,2022-02
1431,2022-02-11 22:00:00+00:00,2022-03-15,Vandalism,LaPlata Hall,2022-02
1432,2022-02-27 00:15:00+00:00,2022-03-15,Noise Violation,Prince Frederick Hall,2022-02
1433,2022-02-12 01:45:00+00:00,2022-03-15,Vandalism,Somerset Hall,2022-02
1434,2022-02-25 11:35:00+00:00,2022-03-15,Noise Violation,South Campus Commons,2022-02
1435,2022-02-19 22:15:00+00:00,2022-03-15,Alcohol Violation,Wicomico Hall,2022-02
1436,2022-02-14 20:40:00+00:00,2022-04-13,Vandalism,Ellicott Hall,2022-02
1437,2022-02-14 11:00:00+00:00,2022-04-13,Stalking,Worcester Hall,2022-02
1438,2022-02-23 20:30:00+00:00,2022-06-13,Theft,Centreville Hall,2022-02
1439,2022-02-28 02:00:00+00:00,2023-03-07,Assault (No Weapon),8100 48th Avenue,2022-02
1440,2022-02-04 14:23:00+00:00,2023-03-07,Other Theft,7300 Baltimore Avenue,2022-02
1441,2022-02-07 06:30:00+00:00,2023-03-07,Other Theft,7300 Baltimore Avenue,2022-02
1442,2022-02-15 07:30:00+00:00,2023-03-07,Other Theft,8300 Baltimore Avenue,2022-02
1443,2022-02-25 10:45:00+00:00,2023-03-07,Other Theft,4700 Berwyn House Road,2022-02
1444,2022-02-08 17:00:00+00:00,2023-03-07,Theft From Auto,4200 Guilford Road,2022-02
1445,2022-02-04 01:30:00+00:00,2023-03-07,Motor Vehicle Theft,3500 Adelphi Road,2022-02
1446,2022-02-22 02:10:00+00:00,2023-03-07,Commercial Robbery,7200 Baltimore Avenue,2022-02
1447,2022-02-18 18:01:00+00:00,2022-02-18,Drug Arrest,4000 Stadium Drive,2022-02
1448,2022-02-01 00:00:00+00:00,2023-07-17,Theft,"300 Marshall Avenue, Laurel, MD 20707",2022-02
1449,2022-03-17 20:18:00+00:00,2022-04-13,Alcohol Violation,Cumberland Hall,2022-03
1450,2022-03-17 21:56:00+00:00,2022-04-13,Noise Violation,Cumberland Hall,2022-03
1451,2022-03-11 21:20:00+00:00,2022-04-13,Alcohol Violation,Easton Hall,2022-03
1452,2022-03-04 03:00:00+00:00,2022-04-13,Other Incident,Elkton Hall,2022-03
1453,2022-03-11 20:27:00+00:00,2022-04-13,Vandalism,Ellicott Hall,2022-03
1454,2022-03-18 03:00:00+00:00,2022-04-13,Vandalism,Ellicott Hall,2022-03
1455,2022-03-04 01:15:00+00:00,2022-04-13,Alcohol Violation,Frederick Hall,2022-03
1456,2022-03-14 21:00:00+00:00,2022-04-13,Vandalism,Hagerstown Hall,2022-03
1457,2022-03-29 12:45:00+00:00,2022-04-13,Other Incident,LaPlata Hall,2022-03
1458,2022-03-10 02:45:00+00:00,2022-04-13,Noise Violation,Leonardtown Apts,2022-03
1459,2022-03-12 03:35:00+00:00,2022-04-13,Noise Violation,Prince Frederick Hall,2022-03
1460,2022-03-15 20:15:00+00:00,2022-04-13,Vandalism,Pyon-Chen Hall,2022-03
1461,2022-03-30 11:30:00+00:00,2022-04-13,Robbery,4900 Calvert Rd,2022-03
1462,2022-03-31 00:35:00+00:00,2022-05-12,Noise Violation,7200 Dartmouth Avenue,2022-03
1463,2022-03-11 23:59:00+00:00,2022-05-12,Noise Violation,4800 College Avenue,2022-03
1464,2022-03-05 06:30:00+00:00,2022-05-12,Vandalism,Pyon-Chen,2022-03
1465,2022-03-13 05:57:00+00:00,2023-03-07,Commercial Burglary,4200 Guilford Drive,2022-03
1466,2022-03-18 01:00:00+00:00,2023-03-07,Residential Burglary,4200 Hartwick Road,2022-03
1467,2022-03-08 12:45:00+00:00,2023-03-07,Other Theft,8100 Baltimore Avenue,2022-03
1468,2022-03-16 11:40:00+00:00,2023-03-07,Other Theft,7300 Baltimore Avenue,2022-03
1469,2022-03-15 10:00:00+00:00,2023-03-07,Theft From Auto,4800 Ruatan Street,2022-03
1470,2022-03-04 19:30:00+00:00,2022-03-07,Motor Vehicle Theft,5000 Berwyn Road,2022-03
1471,2022-03-16 16:13:00+00:00,2023-03-07,Motor Vehicle Theft,8100 Baltimore Avenue,2022-03
1472,2022-03-16 01:00:00+00:00,2023-03-07,Robbery,4800 Berwyn House Road,2022-03
1473,2022-04-27 01:45:00+00:00,2022-05-12,Noise Violation,Denton Hall,2022-04
1474,2022-04-24 21:15:00+00:00,2022-05-12,Vandalism,Ellicott Hall,2022-04
1475,2022-04-23 22:00:00+00:00,2022-05-12,Vandalism,Ellicott Hall,2022-04
1476,2022-04-24 22:15:00+00:00,2022-05-12,Vandalism,Hagerstown Hall,2022-04
1477,2022-04-24 09:00:00+00:00,2022-05-12,Vandalism,LaPlata Hall,2022-04
1478,2022-04-25 14:30:00+00:00,2022-05-12,Alcohol Violation,Oakland Hall,2022-04
1479,2022-04-28 14:15:00+00:00,2022-05-12,Harassment,Online/Social Media,2022-04
1480,2022-04-29 22:00:00+00:00,2022-06-13,Alcohol Violation,Cumberland Hall,2022-04
1481,2022-04-09 18:30:00+00:00,2022-06-13,Vandalism,Ellicott Hall,2022-04
1482,2022-04-06 20:14:00+00:00,2022-06-13,Theft,Cumberland Hall,2022-04
1483,2022-04-13 15:40:00+00:00,2023-03-07,Assault (No Weapon),8300 Baltimore Avenue,2022-04
1484,2022-04-22 15:00:00+00:00,2023-03-07,Residential Burglary,4500 Calvert Road,2022-04
1485,2022-04-10 03:00:00+00:00,2023-03-07,Other Theft,7300 Baltimore Avenue,2022-04
1486,2022-04-23 23:50:00+00:00,2023-03-07,Other Theft,4600 Knox Road,2022-04
1487,2022-04-13 16:00:00+00:00,2023-03-07,Theft From Auto,4500 College Avenue,2022-04
1488,2022-04-19 14:00:00+00:00,2023-03-07,Robbery,7300 Baltimore Avenue,2022-04
1489,2022-05-18 08:45:00+00:00,2022-06-13,Vandalism,Ellicott Hall,2022-05
1490,2022-05-08 20:15:00+00:00,2022-06-13,Vandalism,Ellicott Hall,2022-05
1491,2022-05-18 01:30:00+00:00,2022-06-13,Noise Violation,Denton Hall,2022-05
1492,2022-05-01 00:13:00+00:00,2022-06-13,Vandalism,Easton Hall,2022-05
1493,2022-05-21 00:15:00+00:00,2022-06-13,Vandalism,South Campus Commons,2022-05
1494,2022-05-19 01:40:00+00:00,2023-03-07,Assault (Other Weapon),8900 34th Avenue,2022-05
1495,2022-05-30 18:00:00+00:00,2023-03-07,Domestic Violence Assault (No Weapon),8400 Baltimore Avenue,2022-05
1496,2022-05-16 08:30:00+00:00,2023-03-07,Other Theft,7200 Baltimore Avenue,2022-05
1497,2022-05-09 00:01:00+00:00,2023-03-07,Theft From Auto,4700 Berwyn House Road,2022-05
1498,2022-05-20 01:00:00+00:00,2023-03-07,Theft From Auto,4800 Berwyn Road,2022-05
1499,2022-05-04 08:30:00+00:00,2023-03-07,Motor Vehicle Theft,7300 Yale Avenue,2022-05
1500,2022-05-06 10:00:00+00:00,2022-03-07,Motor Vehicle Theft,5000 Tuckerman Street,2022-05
1501,2022-05-12 19:00:00+00:00,2023-03-07,Motor Vehicle Theft,4500 College Avenue,2022-05
1502,2022-05-24 12:00:00+00:00,2023-03-07,Motor Vehicle Theft,4800 Calvert Road,2022-05
1503,2022-05-14 11:30:00+00:00,2023-04-28,Theft From Auto,Paint Branch Golf Course (4600 University Blvd),2022-05
1504,2022-06-14 15:30:00+00:00,2023-03-07,Assault (No Weapon),7300 Baltimore Avenue,2022-06
1505,2022-06-11 17:00:00+00:00,2023-03-07,Residential Burglary,4800 Berwyn House Road,2022-06
1506,2022-06-07 17:53:00+00:00,2023-03-07,Other Theft,7200 Baltimore Avenue,2022-06
1507,2022-06-11 20:00:00+00:00,2023-03-07,Other Theft,4300 Hartwick Road,2022-06
1508,2022-06-21 13:07:00+00:00,2023-03-07,Other Theft,8200 Baltimore Avenue,2022-06
1509,2022-06-23 14:00:00+00:00,2023-03-07,Other Theft,8200 Baltimore Avenue,2022-06
1510,2022-06-27 12:00:00+00:00,2023-03-07,Other Theft,8100 Baltimore Avenue,2022-06
1511,2022-06-06 23:00:00+00:00,2023-03-07,Theft From Auto,4200 Guilford Drive,2022-06
1512,2022-06-18 20:41:00+00:00,2023-03-07,Theft From Auto,9000 Baltimore Avenue,2022-06
1513,2022-06-26 05:00:00+00:00,2023-03-07,Theft From Auto,9000 Baltimore Avenue,2022-06
1514,2022-06-17 17:00:00+00:00,2023-03-07,Motor Vehicle Theft,7300 Baltimore Avenue,2022-06
1515,2022-06-04 02:49:00+00:00,2022-06-04,Weapons Arrest,6900 Baltiimore Avenue,2022-06
1516,2022-06-15 08:24:00+00:00,2023-07-17,Extortion/Blackmail,"300 Marshall Avenue, Laurel, MD 20707",2022-06
1517,2022-07-07 14:00:00+00:00,2023-03-07,Other Theft,4500 College Avenue,2022-07
1518,2022-07-11 05:45:00+00:00,2023-03-07,Other Theft,7300 Baltimore Avenue,2022-07
1519,2022-07-15 19:00:00+00:00,2023-03-07,Other Theft,7400 Hopkins Avenue,2022-07
1520,2022-07-30 22:00:00+00:00,2023-03-07,Other Theft,4200 Knox Road,2022-07
1521,2022-07-05 02:07:00+00:00,2023-03-07,Theft From Auto,5000 Berwyn Road,2022-07
1522,2022-07-13 15:00:00+00:00,2023-03-07,Theft From Auto,8600 Baltimore Avenue,2022-07
1523,2022-07-06 15:00:00+00:00,2023-03-07,Motor Vehicle Theft,8100 Baltimore Avenue,2022-07
1524,2022-08-27 22:45:00+00:00,2022-09-15,Alcohol Violation,Cumberland Hall,2022-08
1525,2022-08-27 20:15:00+00:00,2022-09-15,Vandalism,LaPlata Hall,2022-08
1526,2022-08-27 19:40:00+00:00,2023-03-07,Assault (No Weapon),8200 Baltimore Avenue,2022-08
1527,2022-08-02 10:11:00+00:00,2023-03-07,Other Theft,4500 Fordham Road,2022-08
1528,2022-08-09 16:00:00+00:00,2023-03-07,Other Theft,4800 College Avenue,2022-08
1529,2022-08-20 10:30:00+00:00,2023-03-07,Other Theft,4600 College Avenue,2022-08
1530,2022-08-24 05:00:00+00:00,2023-03-07,Other Theft,4800 Berwyn House Road,2022-08
1531,2022-08-28 17:00:00+00:00,2023-03-07,Other Theft,7500 Baltimore Avenue,2022-08
1532,2022-08-02 15:00:00+00:00,2023-03-07,Theft From Auto,8400 Baltimore Avenue,2022-08
1533,2022-08-20 22:45:00+00:00,2023-03-07,Theft From Auto,7300 Yale Avenue,2022-08
1534,2022-08-24 00:00:00+00:00,2022-03-07,Motor Vehicle Theft,6800 Baltimore Avenue,2022-08
1535,2022-08-13 11:58:00+00:00,2023-04-28,Vandalism,Paint Branch Golf Course (4600 University Blvd),2022-08
1536,2022-09-11 02:00:00+00:00,2022-10-12,Noise Violation,Cumberland Hall,2022-09
1537,2022-09-17 18:45:00+00:00,2022-10-12,Alcohol Violation,Easton Hall,2022-09
1538,2022-09-23 22:09:00+00:00,2022-10-12,Alcohol Violation,Elkton Hall,2022-09
1539,2022-09-17 00:45:00+00:00,2022-10-12,Alcohol Violation,Ellicott Hall,2022-09
1540,2022-09-04 10:15:00+00:00,2022-10-12,Alcohol Violation,LaPlata Hall,2022-09
1541,2022-09-20 23:30:00+00:00,2022-10-12,Suspicious Activity,LaPlata Hall,2022-09
1542,2022-09-05 14:15:00+00:00,2022-10-12,Noise Violation,4600 Calvert Rd,2022-09
1543,2022-09-03 23:52:00+00:00,2022-10-12,Noise Violation,7500 Girard Ave,2022-09
1544,2022-09-17 17:45:00+00:00,2022-10-12,Alcohol Violation,4600 College Ave,2022-09
1545,2022-09-01 22:25:00+00:00,2022-10-12,Alcohol Violation,Prince Frederick Hall,2022-09
1546,2022-09-15 22:40:00+00:00,2022-10-12,Noise Violation,Pyon-Chen Hall,2022-09
1547,2022-09-04 22:15:00+00:00,2022-10-12,Alcohol Violation,South Campus Commons,2022-09
1548,2022-09-06 20:05:00+00:00,2022-11-10,Alcohol Violation,Centreville Hall,2022-09
1549,2022-09-30 23:00:00+00:00,2022-11-10,Noise Violation,Chestertown Hall,2022-09
1550,2022-09-13 21:30:00+00:00,2022-11-10,Noise Violation,Johnson-Whittle Hall,2022-09
1551,2022-09-30 01:15:00+00:00,2022-11-10,Noise Violation,Chestertown Hall,2022-09
1552,2022-09-08 18:00:00+00:00,2023-03-07,Assault (No Weapon),8100 Baltimore Avenue,2022-09
1553,2022-09-17 01:45:00+00:00,2023-03-07,Assault (No Weapon),8300 Baltimore Avenue,2022-09
1554,2022-09-26 22:05:00+00:00,2023-03-07,Assault (Other Weapon),8100 Baltimore Avenue,2022-09
1555,2022-09-24 19:37:00+00:00,2023-03-07,Residential Burglary,8300 Baltimore Avenue,2022-09
1556,2022-09-02 23:30:00+00:00,2023-03-07,Other Theft,4700 Ruatan Street,2022-09
1557,2022-09-04 13:00:00+00:00,2023-03-07,Other Theft,8200 Baltimore Avenue,2022-09
1558,2022-09-15 03:27:00+00:00,2023-03-07,Other Theft,7300 Baltimore Avenue,2022-09
1559,2022-09-17 18:00:00+00:00,2023-03-07,Other Theft,8700 Baltimore Avenue,2022-09
1560,2022-09-20 14:40:00+00:00,2023-03-07,Other Theft,7400 50th Avenue,2022-09
1561,2022-09-23 23:00:00+00:00,2023-03-07,Other Theft,7400 Baltimore Avenue,2022-09
1562,2022-09-24 23:00:00+00:00,2023-03-07,Other Theft,8300 Baltimore Avenue,2022-09
1563,2022-09-02 12:00:00+00:00,2023-03-07,Theft From Auto,4800 48th Avenue,2022-09
1564,2022-09-02 22:00:00+00:00,2023-03-07,Theft From Auto,5000 Berwyn Road,2022-09
1565,2022-09-06 19:00:00+00:00,2023-03-07,Theft From Auto,4700 Berwyn House Road,2022-09
1566,2022-09-19 21:00:00+00:00,2023-03-07,Theft From Auto,4700 Berwyn House Road,2022-09
1567,2022-09-24 17:00:00+00:00,2023-03-07,Theft From Auto,5100 College Avenue,2022-09
1568,2022-09-18 19:00:00+00:00,2023-03-07,Motor Vehicle Theft,8200 Baltimore Avenue,2022-09
1569,2022-09-28 01:04:00+00:00,2022-03-07,Motor Vehicle Theft,8600 Baltimore Avenue,2022-09
1570,2022-09-18 08:40:00+00:00,2023-03-07,Commercial Robbery,8700 Baltimore Avenue,2022-09
1571,2022-09-24 09:05:00+00:00,2023-03-07,Commercial Robbery,7200 Baltimore Avenue,2022-09
1572,2022-10-09 02:00:00+00:00,2022-10-21,Rape,8200 Baltimore Avenue,2022-10
1573,2022-10-12 21:45:00+00:00,2022-11-10,Alcohol Violation,South Campus Commons,2022-10
1574,2022-10-27 23:00:00+00:00,2022-11-10,Alcohol Violation,Worcester Hall,2022-10
1575,2022-10-18 19:15:00+00:00,2022-11-10,Alcohol Violation,Cumberland Hall,2022-10
1576,2022-10-14 22:00:00+00:00,2022-11-10,Vandalism,Elkton Hall,2022-10
1577,2022-10-04 19:30:00+00:00,2022-11-10,Vandalism,Prince Frederick Hall,2022-10
1578,2022-10-02 03:15:00+00:00,2022-11-10,Vandalism,LaPlata Hall,2022-10
1579,2023-10-03 20:15:00+00:00,2022-11-10,Vandalism,LaPlata Hall,2023-10
1580,2022-10-01 10:15:00+00:00,2022-11-10,Vandalism,Hagerstown Hall,2022-10
1581,2022-10-15 22:15:00+00:00,2022-11-10,Vandalism,Hagerstown Hall,2022-10
1582,2022-10-21 22:15:00+00:00,2022-11-10,Vandalism,Hagerstown Hall,2022-10
1583,2022-10-30 00:45:00+00:00,2022-11-10,Vandalism,LaPlata Hall,2022-10
1584,2022-10-28 23:11:00+00:00,2022-11-10,Vandalism,LaPlata Hall,2022-10
1585,2022-10-27 17:00:00+00:00,2022-11-10,Theft,LaPlata Hall,2022-10
1586,2022-10-09 01:45:00+00:00,2022-11-10,Noise Violation,Easton Hall,2022-10
1587,2022-10-13 23:00:00+00:00,2022-11-10,Noise Violation,Cumberland Hall,2022-10
1588,2022-10-23 12:20:00+00:00,2022-11-10,Noise Violation,Harford Hall,2022-10
1589,2022-10-27 01:30:00+00:00,2022-11-10,Suspicious Activity,Cumberland Hall,2022-10
1590,2022-10-21 00:15:00+00:00,2022-11-10,Noise Violation,Prince George's Hall,2022-10
1591,2022-10-14 09:45:00+00:00,2022-11-10,Burglary,Cecil Hall,2022-10
1592,2022-10-30 06:53:00+00:00,2022-12-08,Vandalism,Cumberland Hall,2022-10
1593,2022-10-29 07:50:00+00:00,2022-12-08,Vandalism,Easton Hall,2022-10
1594,2022-10-29 22:15:00+00:00,2022-12-08,Alcohol Violation,Easton Hall,2022-10
1595,2022-10-31 02:15:00+00:00,2022-12-08,Noise Violation,Ellicott Hall,2022-10
1596,2022-10-29 01:45:00+00:00,2022-12-08,Alcohol Violation,Somerset Hall,2022-10
1597,2022-10-29 00:27:00+00:00,2023-02-09,Alcohol Violation,Oakland Hall,2022-10
1598,2022-10-18 17:00:00+00:00,2023-03-07,Assault (No Weapon),4500 College Avenue,2022-10
1599,2022-10-18 13:20:00+00:00,2023-03-07,Domestic Violence Assault (No Weapon),4600 Calvert Road,2022-10
1600,2022-10-01 23:30:00+00:00,2023-03-07,Other Theft,7300 Baltimore Avenue,2022-10
1601,2022-10-03 15:00:00+00:00,2023-03-07,Other Theft,5100 Berwyn Road,2022-10
1602,2022-10-07 03:30:00+00:00,2023-03-07,Other Theft,4700 Norwich Road,2022-10
1603,2022-10-13 09:00:00+00:00,2023-03-07,Other Theft,8700 Baltimore Avenue,2022-10
1604,2022-10-17 11:30:00+00:00,2023-03-07,Other Theft,7700 Baltimore Avenue,2022-10
1605,2022-10-24 03:31:00+00:00,2023-03-07,Other Theft,7300 Baltimore Avenue,2022-10
1606,2022-10-30 02:00:00+00:00,2023-03-07,Other Theft,8300 Baltimore Avenue,2022-10
1607,2022-10-09 20:30:00+00:00,2023-03-07,Theft From Auto,4700 Berwyn House Road,2022-10
1608,2022-10-24 12:00:00+00:00,2023-03-07,Theft From Auto,7300 Baltimore Avenue,2022-10
1609,2022-10-05 00:00:00+00:00,2023-03-07,Motor Vehicle Theft,7300 Dartmouth Avenue,2022-10
1610,2022-10-06 20:12:00+00:00,2023-03-07,Motor Vehicle Theft,8100 Baltimore Avenue,2022-10
1611,2022-10-13 22:15:00+00:00,2023-03-07,Motor Vehicle Theft,750 0Dartmouth Avenue,2022-10
1612,2022-10-27 18:00:00+00:00,2023-03-07,Motor Vehicle Theft,8400 Baltimore Avenue,2022-10
1613,2022-10-28 11:00:00+00:00,2022-03-07,Motor Vehicle Theft,5000 Berwyn Road,2022-10
1614,2022-11-11 16:00:00+00:00,2022-12-08,Other Incident,Cumberland Hall,2022-11
1615,2022-11-14 23:57:00+00:00,2022-12-08,Noise Violation,Easton Hall,2022-11
1616,2022-11-12 13:30:00+00:00,2022-12-08,Vandalism,Elkton Hall,2022-11
1617,2022-11-12 20:15:00+00:00,2022-12-08,Vandalism,Elkton Hall,2022-11
1618,2022-11-21 11:15:00+00:00,2022-12-08,Vandalism,Ellicott Hall,2022-11
1619,2022-11-18 20:00:00+00:00,2022-12-08,Vandalism,Hagerstown Hall,2022-11
1620,2022-11-20 00:00:00+00:00,2022-12-08,Vandalism,Hagerstown Hall,2022-11
1621,2022-11-12 01:30:00+00:00,2022-12-08,Noise Violation,Johnson-Whittle Hall,2022-11
1622,2022-11-03 20:15:00+00:00,2022-12-08,Vandalism,Johnson-Whittle Hall,2022-11
1623,2022-11-18 20:12:00+00:00,2022-12-08,Vandalism,LaPlata Hall,2022-11
1624,2022-11-08 15:27:00+00:00,2023-03-07,Assault (Other Weapon),8200 Baltimore Avenue,2022-11
1625,2022-11-28 02:56:00+00:00,2023-03-07,Assault (Other Weapon),8300 Baltimore Avenue,2022-11
1626,2022-11-05 02:30:00+00:00,2023-03-07,Other Theft,8100 Baltimore Avenue,2022-11
1627,2022-11-10 00:01:00+00:00,2023-03-07,Other Theft,8700 Rhode Island Avenue,2022-11
1628,2022-11-13 01:34:00+00:00,2023-03-07,Other Theft,4200 Knox Road,2022-11
1629,2022-11-15 13:45:00+00:00,2023-03-07,Other Theft,8300 Baltimore Avenue,2022-11
1630,2022-11-22 18:30:00+00:00,2023-03-07,Other Theft,8100 Baltimore Avenue,2022-11
1631,2022-11-08 01:15:00+00:00,2023-03-07,Theft From Auto,4300 Hartwick Road,2022-11
1632,2022-11-13 23:00:00+00:00,2023-03-07,Theft From Auto,8500 Potomac Avenue,2022-11
1633,2022-11-19 12:15:00+00:00,2023-03-07,Theft From Auto,4300 Hartwick Road,2022-11
1634,2022-11-06 18:00:00+00:00,2023-03-07,Motor Vehicle Theft,4300 Hartwick Road,2022-11
1635,2022-11-08 15:27:00+00:00,2023-03-07,Motor Vehicle Theft,8200 Baltimore Avenue,2022-11
1636,2022-11-13 20:00:00+00:00,2023-03-07,Motor Vehicle Theft,4800 Ruatan Street,2022-11
1637,2022-12-10 20:20:00+00:00,2022-01-18,Alcohol Violation,Cumberland Hall,2022-12
1638,2022-12-15 22:45:00+00:00,2022-01-18,Vandalism,Cumberland Hall,2022-12
1639,2022-12-08 09:30:00+00:00,2022-01-18,Vandalism,Cumberland Hall,2022-12
1640,2022-12-10 23:30:00+00:00,2022-01-18,Vandalism,Elkton Hall,2022-12
1641,2022-12-16 15:00:00+00:00,2022-01-18,Noise Violation,Hagerstown Hall,2022-12
1642,2022-12-13 20:22:00+00:00,2022-01-18,Noise Violation,Johnson-Whittle Hall,2022-12
1643,2022-12-17 21:00:00+00:00,2022-01-18,Alcohol Violation,Prince Frederick Hall,2022-12
1644,2022-12-20 20:04:00+00:00,2023-03-07,Domestic Violence Assault (No Weapon),5100 Navahoe Street,2022-12
1645,2022-12-08 08:00:00+00:00,2023-03-07,Residential Burglary,7700 Baltimore Avenue,2022-12
1646,2022-12-01 22:00:00+00:00,2023-03-07,Other Theft,4500 Guilford Avenue,2022-12
1647,2022-12-07 21:10:00+00:00,2023-03-07,Other Theft,4400 Calvert Road,2022-12
1648,2022-12-15 00:01:00+00:00,2023-03-07,Other Theft,8400 Baltimore Avenue,2022-12
1649,2022-12-04 23:00:00+00:00,2023-03-07,Theft From Auto,4800 Guilford Road,2022-12
1650,2022-12-09 14:43:00+00:00,2023-03-07,Theft From Auto,5000 Tuckerman Street,2022-12
1651,2022-12-26 20:00:00+00:00,2023-03-07,Theft From Auto,5100 Berwyn Road,2022-12
1652,2022-12-12 01:10:00+00:00,2023-03-07,Robbery (Carjacking),7100 Baltimore Avenue,2022-12
1653,2023-01-29 00:45:00+00:00,2023-01-29,Theft,4300 Hartwick Road,2023-01
1654,2023-01-27 21:30:00+00:00,2023-02-09,Alcohol Violation,Kent Hall,2023-01
1655,2023-01-28 22:15:00+00:00,2023-02-09,Alcohol Violation,Centreville Hall,2023-01
1656,2023-01-27 00:37:00+00:00,2023-02-09,Noise Violation,3600 Metzerott Rd,2023-01
1657,2023-02-11 20:32:00+00:00,2023-02-20,Other Theft,8600 Baltimore Avenue,2023-02
1658,2023-02-24 14:50:00+00:00,2023-02-27,Domestic Violence,8700 Baltimore Avenue,2023-02
1659,2023-02-20 16:50:00+00:00,2023-02-27,Domestic Violence,8900 Adelphi Road,2023-02
1660,2023-02-11 00:00:00+00:00,2023-04-06,Alcohol Violation,Ellicott Hall,2023-02
1661,2023-02-10 23:30:00+00:00,2023-05-11,Simple Assault,Cumberland Hall,2023-02
1662,2023-03-02 17:30:00+00:00,2023-03-06,Other Theft,8600 Baltimore Avenue,2023-03
1663,2023-03-04 17:20:00+00:00,2023-03-06,Commercial Robbery,8500 Baltimore Avenue,2023-03
1664,2023-03-05 01:00:00+00:00,2023-03-06,Theft from Auto,7500 Hopkins Avenue,2023-03
1665,2023-03-07 19:50:00+00:00,2023-03-17,Other Theft,7300 Baltimore Avenue,2023-03
1666,2023-03-12 00:03:00+00:00,2023-03-17,Motor Vehicle Theft,4900 Quebec Street,2023-03
1667,2023-03-16 11:31:00+00:00,2023-03-17,Other Theft,7300 Baltimore Avenue,2023-03
1668,2023-03-17 07:21:00+00:00,2023-03-20,Motor Vehicle Theft,8600 Baltimore Avenue,2023-03
1669,2023-03-23 15:06:00+00:00,2023-03-29,Other Theft,7300 Baltimore Avenue,2023-03
1670,2023-03-23 21:30:00+00:00,2023-03-29,Theft from Auto,9000 Baltimore Avenue,2023-03
1671,2023-03-29 02:53:00+00:00,2023-04-03,Theft from Auto,9000 Baltimore Avenue,2023-03
1672,2023-03-11 01:00:00+00:00,2023-04-06,Noise Violation,Chestertown Hall,2023-03
1673,2023-03-10 22:15:00+00:00,2023-04-06,Alcohol Violation,Cumberland Hall,2023-03
1674,2023-03-12 03:45:00+00:00,2023-04-06,Vandalism,Denton Hall,2023-03
1675,2023-03-11 00:48:00+00:00,2023-04-06,Noise Violation,Elkton Hall,2023-03
1676,2023-03-02 20:30:00+00:00,2023-04-06,Theft,Johnson-Whittle Hall,2023-03
1677,2023-03-16 22:30:00+00:00,2023-04-06,Simple Assault,8100 Baltimore Avenue,2023-03
1678,2023-03-11 01:50:00+00:00,2023-04-06,Noise Violation,Prince George's Hall,2023-03
1679,2023-03-09 14:00:00+00:00,2023-05-11,Other Incident,Elkton Hall,2023-03
1680,2023-03-12 03:15:00+00:00,2023-05-11,Noise Violation,South Campus Commons,2023-03
